matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_91,p_116,جریان بازی,پای راست,4.74,0.5,1,0,متوسط,55,31,مهار توسط دروازه بان
m_44,p_35,جریان بازی,سر,7.73,11.72,1,0,کم,23,20,برخورد به دفاع
m_162,p_53,جریان بازی,پای چپ,25.94,-2.0,2,0,متوسط,80,20,مهار توسط دروازه بان
m_19,p_160,جریان بازی,پای راست,25.19,-1.75,3,0,متوسط,2,37,موقعیت از دست رفته
m_74,p_1,جریان بازی,پای راست,12.47,16.96,4,0,متوسط,43,4,برخورد به دفاع
m_26,p_141,جریان بازی,سر,5.74,3.74,3,0,زیاد,36,59,برخورد به دفاع
m_211,p_141,جریان بازی,پای چپ,5.49,10.47,2,0,متوسط,6,11,موقعیت از دست رفته
m_75,p_78,جریان بازی,پای چپ,12.97,-1.75,4,0,زیاد,77,41,برخورد به دفاع
m_206,p_11,جریان بازی,پای چپ,20.2,-14.71,3,0,کم,50,49,موقعیت از دست رفته
m_108,p_103,جریان بازی,سر,4.49,-7.48,2,0,متوسط,12,44,موقعیت از دست رفته
m_167,p_20,جریان بازی,پای راست,20.7,-6.73,2,0,کم,10,17,مهار توسط دروازه بان
m_191,p_37,پنالتی,پای چپ,10.97,0.0,1,0,کم,83,58,گُل
m_16,p_10,جریان بازی,پای چپ,9.73,-7.98,3,0,زیاد,40,13,مهار توسط دروازه بان
m_125,p_99,جریان بازی,پای چپ,26.93,-0.75,3,0,متوسط,75,33,مهار توسط دروازه بان
m_209,p_137,جریان بازی,پای راست,9.73,-14.71,2,0,متوسط,89,55,برخورد به دفاع
m_32,p_55,جریان بازی,پای چپ,4.49,12.97,2,0,متوسط,82,29,مهار توسط دروازه بان
m_234,p_105,جریان بازی,پای راست,11.47,7.23,1,0,متوسط,50,49,گُل
m_133,p_157,جریان بازی,پای چپ,18.21,-0.75,5,0,کم,67,21,گُل
m_108,p_53,جریان بازی,پای چپ,26.68,13.47,2,0,متوسط,50,34,موقعیت از دست رفته
m_10,p_14,جریان بازی,پای چپ,8.98,2.24,4,0,متوسط,21,30,گُل
m_7,p_10,جریان بازی,پای راست,7.98,-2.24,3,1,زیاد,64,23,مهار توسط دروازه بان
m_179,p_102,جریان بازی,سر,5.24,-7.98,2,0,متوسط,77,56,موقعیت از دست رفته
m_239,p_30,جریان بازی,پای راست,10.47,-10.47,2,0,زیاد,66,9,برخورد به دفاع
m_217,p_33,جریان بازی,پای راست,16.46,-7.23,6,2,متوسط,36,7,موقعیت از دست رفته
m_180,p_81,جریان بازی,پای چپ,7.98,-2.24,2,0,کم,61,23,گُل
m_41,p_102,جریان بازی,پای راست,12.47,-5.24,3,0,متوسط,70,14,برخورد به دفاع
m_55,p_89,جریان بازی,پای راست,27.68,-3.99,2,0,کم,82,13,مهار توسط دروازه بان
m_30,p_73,جریان بازی,سر,12.47,5.49,2,0,متوسط,46,10,برخورد به دفاع
m_43,p_32,جریان بازی,سر,5.49,0.25,1,0,متوسط,73,44,موقعیت از دست رفته
m_140,p_119,جریان بازی,پای راست,7.98,-14.71,1,0,کم,59,14,مهار توسط دروازه بان
m_103,p_25,جریان بازی,سر,3.24,2.99,1,0,زیاد,15,11,موقعیت از دست رفته
m_28,p_155,ضربه آزاد مستقیم,پای راست,23.19,10.97,6,1,کم,6,56,مهار توسط دروازه بان
m_228,p_153,جریان بازی,پای راست,8.98,-16.21,2,0,متوسط,51,51,مهار توسط دروازه بان
m_87,p_151,جریان بازی,پای راست,18.45,-11.97,1,0,متوسط,46,8,مهار توسط دروازه بان
m_5,p_132,جریان بازی,پای راست,9.73,-3.74,2,0,کم,53,50,گُل
m_212,p_22,جریان بازی,پای راست,20.2,-15.71,4,0,متوسط,29,17,موقعیت از دست رفته
m_61,p_106,جریان بازی,پای راست,26.93,-5.74,4,0,زیاد,39,56,موقعیت از دست رفته
m_50,p_16,جریان بازی,پای چپ,22.94,-7.98,2,0,متوسط,28,53,برخورد به دفاع
m_172,p_106,جریان بازی,پای راست,6.48,-10.72,0,0,زیاد,13,41,گُل
m_121,p_110,جریان بازی,پای راست,14.71,-11.97,2,0,متوسط,37,57,مهار توسط دروازه بان
m_42,p_22,جریان بازی,پای چپ,30.67,5.99,2,0,کم,80,0,موقعیت از دست رفته
m_123,p_90,جریان بازی,پای راست,11.47,-14.46,2,0,متوسط,14,20,مهار توسط دروازه بان
m_48,p_77,جریان بازی,پای راست,13.22,-3.74,2,0,متوسط,78,7,موقعیت از دست رفته
m_220,p_61,جریان بازی,سر,7.23,7.23,3,0,متوسط,59,56,برخورد به دفاع
m_66,p_112,جریان بازی,پای راست,19.45,9.73,5,0,کم,15,13,برخورد به دفاع
m_14,p_88,ضربه آزاد مستقیم,پای راست,30.18,12.22,6,3,کم,63,49,موقعیت از دست رفته
m_11,p_111,جریان بازی,پای چپ,17.96,-5.49,7,1,متوسط,59,45,برخورد به دفاع
m_48,p_123,جریان بازی,پای راست,13.22,-8.98,3,1,کم,9,19,مهار توسط دروازه بان
m_191,p_19,جریان بازی,پای راست,21.95,-10.23,5,2,متوسط,57,59,موقعیت از دست رفته
m_141,p_131,جریان بازی,سر,13.72,1.0,2,1,متوسط,31,30,موقعیت از دست رفته
m_43,p_62,جریان بازی,پای راست,27.93,5.99,2,0,کم,66,26,موقعیت از دست رفته
m_41,p_156,جریان بازی,پای راست,4.99,-2.49,1,0,کم,7,47,موقعیت از دست رفته
m_133,p_135,جریان بازی,پای راست,14.46,-0.75,3,1,زیاد,70,9,مهار توسط دروازه بان
m_51,p_11,جریان بازی,پای راست,10.23,-7.98,2,0,زیاد,79,50,موقعیت از دست رفته
m_43,p_39,جریان بازی,پای راست,13.47,12.97,2,0,کم,15,2,مهار توسط دروازه بان
m_130,p_57,جریان بازی,پای چپ,14.71,-9.73,3,1,زیاد,71,22,موقعیت از دست رفته
m_121,p_90,جریان بازی,پای راست,21.95,1.0,1,0,متوسط,8,10,مهار توسط دروازه بان
m_195,p_25,جریان بازی,پای راست,19.7,-13.22,3,0,متوسط,20,35,برخورد به دفاع
m_38,p_74,جریان بازی,پای راست,11.72,7.73,1,0,کم,9,11,موقعیت از دست رفته
m_187,p_106,جریان بازی,سر,7.73,-3.24,2,0,متوسط,64,25,موقعیت از دست رفته
m_107,p_16,ضربه آزاد مستقیم,پای راست,17.96,14.22,6,0,کم,69,11,موقعیت از دست رفته
m_51,p_111,جریان بازی,پای راست,11.72,4.99,4,0,زیاد,81,22,برخورد به دفاع
m_142,p_37,جریان بازی,پای راست,23.69,7.98,2,0,متوسط,49,47,موقعیت از دست رفته
m_60,p_51,جریان بازی,سر,7.23,-5.74,2,1,متوسط,45,24,برخورد به دفاع
m_139,p_120,جریان بازی,پای راست,11.47,4.74,1,0,کم,67,50,موقعیت از دست رفته
m_33,p_156,جریان بازی,پای راست,22.69,16.96,2,0,متوسط,32,27,موقعیت از دست رفته
m_135,p_17,جریان بازی,پای راست,9.23,15.21,3,0,زیاد,38,7,موقعیت از دست رفته
m_58,p_48,جریان بازی,پای چپ,12.47,16.96,4,1,متوسط,44,7,موقعیت از دست رفته
m_197,p_33,جریان بازی,پای چپ,13.97,9.98,2,0,متوسط,47,49,مهار توسط دروازه بان
m_71,p_121,جریان بازی,پای راست,23.19,1.25,3,0,متوسط,23,30,برخورد به دفاع
m_34,p_98,جریان بازی,پای راست,8.23,-10.72,1,0,متوسط,27,9,برخورد به تیردروازه
m_34,p_41,جریان بازی,سر,2.99,3.49,1,0,متوسط,31,53,گُل
m_52,p_126,جریان بازی,پای راست,25.94,4.74,3,0,کم,76,35,مهار توسط دروازه بان
m_237,p_54,جریان بازی,پای راست,5.49,4.24,1,0,زیاد,95,37,مهار توسط دروازه بان
m_136,p_91,جریان بازی,پای راست,15.21,0.25,1,0,متوسط,83,2,مهار توسط دروازه بان
m_93,p_5,جریان بازی,پای راست,8.23,0.25,2,0,متوسط,62,14,موقعیت از دست رفته
m_115,p_146,جریان بازی,پای راست,8.48,-8.48,2,0,کم,91,21,مهار توسط دروازه بان
m_162,p_84,جریان بازی,سر,7.73,0.5,1,0,کم,36,57,برخورد به تیردروازه
m_180,p_54,جریان بازی,پای راست,22.2,9.98,4,1,کم,21,37,مهار توسط دروازه بان
m_12,p_49,ضربه آزاد مستقیم,پای راست,21.95,15.46,4,0,کم,49,13,موقعیت از دست رفته
m_26,p_90,جریان بازی,پای راست,11.47,-13.97,2,0,متوسط,27,51,مهار توسط دروازه بان
m_85,p_119,جریان بازی,پای چپ,12.22,10.23,1,0,متوسط,70,47,موقعیت از دست رفته
m_73,p_127,جریان بازی,پای راست,10.97,8.98,2,0,زیاد,49,33,برخورد به دفاع
m_232,p_149,جریان بازی,پای راست,23.44,-6.24,4,2,متوسط,68,8,موقعیت از دست رفته
m_14,p_125,جریان بازی,پای راست,12.72,8.48,4,0,متوسط,30,37,مهار توسط دروازه بان
m_18,p_17,جریان بازی,پای چپ,24.19,-11.22,2,1,کم,58,45,برخورد به دفاع
m_117,p_87,جریان بازی,پای راست,2.74,6.73,2,0,زیاد,28,43,مهار توسط دروازه بان
m_91,p_72,جریان بازی,پای راست,8.23,-2.49,2,0,زیاد,70,9,برخورد به دفاع
m_54,p_37,پنالتی,پای راست,10.97,0.0,1,0,کم,73,34,مهار توسط دروازه بان
m_114,p_84,جریان بازی,پای راست,6.48,14.71,2,0,زیاد,81,22,برخورد به دفاع
m_140,p_16,جریان بازی,پای چپ,1.0,1.75,0,0,کم,73,54,گُل
m_53,p_103,جریان بازی,پای راست,6.24,-9.98,1,0,کم,19,20,مهار توسط دروازه بان
m_49,p_1,ضربه آزاد مستقیم,پای چپ,18.21,-22.94,5,0,کم,94,45,موقعیت از دست رفته
m_171,p_160,پنالتی,پای راست,10.97,0.0,1,0,کم,3,56,گُل
m_155,p_85,جریان بازی,پای راست,9.23,-12.22,4,2,کم,7,5,برخورد به دفاع
m_159,p_42,جریان بازی,سر,3.74,-8.48,2,0,متوسط,32,32,موقعیت از دست رفته
m_172,p_151,جریان بازی,پای راست,9.48,2.74,4,2,متوسط,10,42,مهار توسط دروازه بان
m_180,p_145,جریان بازی,پای چپ,28.93,7.23,3,1,کم,34,47,موقعیت از دست رفته
m_210,p_138,جریان بازی,پای راست,23.69,-9.73,2,1,کم,15,49,برخورد به تیردروازه
m_130,p_145,جریان بازی,سر,8.23,-1.0,3,0,زیاد,54,11,موقعیت از دست رفته
m_41,p_75,جریان بازی,پای راست,9.73,17.96,2,0,متوسط,74,28,برخورد به دفاع
m_131,p_74,پنالتی,پای راست,10.97,0.0,1,0,کم,65,26,گُل
m_67,p_150,جریان بازی,پای راست,12.72,16.21,2,0,کم,73,0,موقعیت از دست رفته
m_135,p_137,جریان بازی,پای چپ,17.46,2.49,1,0,کم,87,37,مهار توسط دروازه بان
m_192,p_115,جریان بازی,پای راست,11.22,3.74,2,0,متوسط,87,46,مهار توسط دروازه بان
m_149,p_81,جریان بازی,پای راست,17.71,11.97,3,0,متوسط,4,53,برخورد به دفاع
m_32,p_60,جریان بازی,پای راست,12.47,10.72,2,0,متوسط,51,8,برخورد به دفاع
m_158,p_98,جریان بازی,سر,10.97,9.48,4,0,زیاد,26,1,موقعیت از دست رفته
m_85,p_158,پنالتی,پای راست,10.97,0.0,1,0,کم,58,44,گُل
m_56,p_110,جریان بازی,پای چپ,17.96,5.99,2,0,متوسط,94,44,مهار توسط دروازه بان
m_74,p_104,جریان بازی,پای چپ,2.24,11.97,1,0,متوسط,32,19,مهار توسط دروازه بان
m_80,p_26,جریان بازی,پای راست,9.48,2.99,2,0,کم,54,55,برخورد به دفاع
m_236,p_80,جریان بازی,پای راست,25.69,-13.72,5,2,متوسط,11,55,موقعیت از دست رفته
m_153,p_147,جریان بازی,پای راست,16.96,2.49,3,0,متوسط,76,24,برخورد به دفاع
m_20,p_32,جریان بازی,پای راست,10.97,0.0,1,0,متوسط,26,37,گُل
m_182,p_132,جریان بازی,پای چپ,10.97,14.71,2,0,زیاد,64,43,برخورد به دفاع
m_8,p_103,جریان بازی,سر,11.72,7.48,4,2,متوسط,3,20,مهار توسط دروازه بان
m_82,p_32,جریان بازی,پای چپ,14.96,17.71,2,0,زیاد,86,51,مهار توسط دروازه بان
m_207,p_20,جریان بازی,پای راست,11.47,16.46,2,0,کم,36,1,برخورد به تیردروازه
m_98,p_10,جریان بازی,پای راست,23.94,-16.71,3,1,کم,73,29,مهار توسط دروازه بان
m_189,p_121,جریان بازی,پای راست,13.22,9.73,2,0,متوسط,55,28,موقعیت از دست رفته
m_7,p_103,جریان بازی,سر,7.23,0.25,1,0,متوسط,18,23,گُل
m_35,p_124,جریان بازی,پای راست,27.68,-0.75,4,1,زیاد,60,5,موقعیت از دست رفته
m_233,p_18,جریان بازی,پای راست,14.71,17.46,3,0,کم,90,6,موقعیت از دست رفته
m_110,p_102,جریان بازی,پای چپ,9.23,10.47,2,0,زیاد,23,25,گُل
m_234,p_149,جریان بازی,پای راست,23.44,-13.97,3,0,متوسط,56,59,مهار توسط دروازه بان
m_170,p_99,جریان بازی,پای چپ,19.45,1.5,3,0,زیاد,56,22,برخورد به دفاع
m_46,p_61,جریان بازی,پای راست,25.69,-8.48,3,1,کم,45,56,مهار توسط دروازه بان
m_23,p_99,جریان بازی,پای راست,43.89,13.97,2,0,متوسط,34,3,مهار توسط دروازه بان
m_116,p_109,جریان بازی,پای راست,12.97,-2.0,1,0,کم,87,13,مهار توسط دروازه بان
m_95,p_123,جریان بازی,پای راست,11.22,-17.96,2,1,کم,79,40,موقعیت از دست رفته
m_28,p_11,جریان بازی,پای راست,12.22,3.24,3,0,زیاد,54,36,برخورد به دفاع
m_182,p_7,جریان بازی,پای راست,12.72,12.22,1,0,متوسط,88,35,مهار توسط دروازه بان
m_131,p_156,جریان بازی,پای چپ,6.98,13.22,3,0,متوسط,80,34,مهار توسط دروازه بان
m_155,p_72,جریان بازی,پای راست,4.49,-0.75,1,0,متوسط,90,14,موقعیت از دست رفته
m_195,p_56,جریان بازی,سر,7.23,-1.0,1,0,متوسط,62,46,برخورد به تیردروازه
m_206,p_95,جریان بازی,سر,8.98,1.0,2,0,متوسط,43,46,موقعیت از دست رفته
m_159,p_12,جریان بازی,پای راست,12.47,12.47,3,0,کم,53,46,موقعیت از دست رفته
m_71,p_66,جریان بازی,پای چپ,23.19,12.97,2,0,متوسط,74,35,موقعیت از دست رفته
m_62,p_7,جریان بازی,پای چپ,22.44,0.5,2,1,کم,92,29,موقعیت از دست رفته
m_180,p_158,جریان بازی,پای چپ,23.19,0.75,4,2,متوسط,57,27,موقعیت از دست رفته
m_90,p_89,جریان بازی,پای راست,23.44,-8.48,3,1,متوسط,53,29,مهار توسط دروازه بان
m_189,p_107,جریان بازی,پای راست,0.75,8.98,3,0,زیاد,49,29,برخورد به دفاع
m_5,p_120,جریان بازی,پای راست,15.46,-2.99,1,0,کم,79,57,مهار توسط دروازه بان
m_154,p_76,جریان بازی,پای چپ,12.47,0.25,4,1,متوسط,82,6,مهار توسط دروازه بان
m_231,p_78,جریان بازی,پای چپ,18.95,-13.72,2,1,کم,29,43,مهار توسط دروازه بان
m_170,p_52,ضربه آزاد مستقیم,پای راست,25.69,8.23,5,1,کم,46,44,موقعیت از دست رفته
m_41,p_144,جریان بازی,سر,8.23,0.75,3,1,زیاد,85,55,برخورد به دفاع
m_215,p_14,جریان بازی,پای چپ,10.97,0.0,0,0,کم,32,17,گُل
m_85,p_122,جریان بازی,پای راست,4.99,-13.97,2,0,متوسط,57,2,موقعیت از دست رفته
m_134,p_146,جریان بازی,پای راست,14.96,-15.21,3,0,متوسط,49,34,برخورد به دفاع
m_133,p_42,جریان بازی,پای راست,23.69,-9.73,3,0,متوسط,84,43,مهار توسط دروازه بان
m_229,p_3,جریان بازی,پای چپ,18.95,-9.73,4,0,متوسط,31,19,موقعیت از دست رفته
m_109,p_117,جریان بازی,پای چپ,9.48,13.97,2,0,زیاد,38,40,مهار توسط دروازه بان
m_150,p_10,جریان بازی,پای راست,21.2,10.72,3,1,متوسط,9,19,برخورد به دفاع
m_43,p_106,جریان بازی,پای چپ,21.7,-10.72,2,0,کم,11,37,موقعیت از دست رفته
m_8,p_13,جریان بازی,پای چپ,8.73,12.22,2,0,زیاد,43,4,مهار توسط دروازه بان
m_50,p_34,جریان بازی,پای راست,8.48,-10.72,2,0,کم,9,22,گُل
m_12,p_16,جریان بازی,پای راست,22.69,0.25,2,0,متوسط,19,53,مهار توسط دروازه بان
m_125,p_60,جریان بازی,پای راست,26.43,0.5,3,1,متوسط,15,48,مهار توسط دروازه بان
m_35,p_17,جریان بازی,پای چپ,7.23,12.97,1,0,متوسط,81,42,گُل
m_121,p_9,جریان بازی,سر,10.47,1.25,2,0,متوسط,28,24,موقعیت از دست رفته
m_163,p_117,جریان بازی,پای چپ,7.23,1.75,1,0,متوسط,26,6,برخورد به تیردروازه
m_197,p_7,جریان بازی,سر,7.23,-4.49,2,0,متوسط,86,20,موقعیت از دست رفته
m_165,p_112,جریان بازی,پای چپ,5.99,10.72,1,0,متوسط,19,39,گُل
m_191,p_56,جریان بازی,پای چپ,5.99,-15.21,1,0,کم,37,2,مهار توسط دروازه بان
m_24,p_134,جریان بازی,پای چپ,2.99,2.74,2,0,متوسط,74,53,گُل
m_157,p_148,جریان بازی,پای راست,6.73,2.24,3,0,زیاد,53,35,برخورد به دفاع
m_2,p_42,جریان بازی,پای چپ,26.19,7.98,3,1,متوسط,38,46,برخورد به دفاع
m_202,p_82,ضربه آزاد مستقیم,پای چپ,26.68,-6.24,7,4,کم,12,36,مهار توسط دروازه بان
m_222,p_76,جریان بازی,سر,8.48,2.0,2,0,متوسط,36,9,برخورد به دفاع
m_152,p_60,جریان بازی,پای راست,13.72,-3.74,2,0,متوسط,11,53,مهار توسط دروازه بان
m_225,p_128,جریان بازی,سر,7.48,3.24,3,0,متوسط,66,34,مهار توسط دروازه بان
m_239,p_17,جریان بازی,پای راست,25.69,-3.49,3,0,متوسط,34,20,مهار توسط دروازه بان
m_223,p_152,پنالتی,پای راست,10.97,0.0,1,0,کم,72,10,مهار توسط دروازه بان
m_158,p_158,جریان بازی,پای چپ,17.96,13.97,4,1,زیاد,0,25,موقعیت از دست رفته
m_13,p_147,جریان بازی,پای چپ,17.46,2.0,3,0,زیاد,20,22,موقعیت از دست رفته
m_26,p_144,جریان بازی,پای راست,23.94,-4.49,2,1,کم,38,27,موقعیت از دست رفته
m_119,p_50,جریان بازی,سر,9.23,-1.25,3,0,زیاد,6,23,مهار توسط دروازه بان
m_78,p_118,جریان بازی,سر,7.48,-2.74,2,0,متوسط,24,22,موقعیت از دست رفته
m_227,p_131,جریان بازی,پای چپ,10.47,8.98,2,0,زیاد,8,33,برخورد به دفاع
m_220,p_83,جریان بازی,پای راست,18.21,0.25,3,0,کم,9,14,موقعیت از دست رفته
m_222,p_109,جریان بازی,پای چپ,1.5,4.74,1,0,متوسط,1,35,برخورد به تیردروازه
m_31,p_26,جریان بازی,پای راست,23.19,5.99,2,0,متوسط,72,47,مهار توسط دروازه بان
m_105,p_150,جریان بازی,سر,8.98,-4.99,2,1,متوسط,3,28,مهار توسط دروازه بان
m_135,p_18,جریان بازی,پای راست,5.49,-1.5,1,0,متوسط,36,20,گُل
m_146,p_35,جریان بازی,سر,11.22,-5.49,2,0,زیاد,68,11,موقعیت از دست رفته
m_60,p_112,جریان بازی,پای چپ,11.22,-12.47,3,0,زیاد,11,6,مهار توسط دروازه بان
m_209,p_104,جریان بازی,پای راست,15.71,14.96,4,1,کم,29,14,موقعیت از دست رفته
m_237,p_72,جریان بازی,پای راست,9.73,-13.47,1,0,متوسط,7,5,مهار توسط دروازه بان
m_185,p_154,جریان بازی,پای راست,10.23,3.74,5,1,متوسط,63,39,برخورد به دفاع
m_240,p_78,جریان بازی,سر,8.98,2.24,4,1,متوسط,59,10,برخورد به دفاع
m_10,p_54,جریان بازی,پای چپ,17.96,-11.72,4,2,متوسط,72,16,مهار توسط دروازه بان
m_214,p_63,جریان بازی,پای چپ,37.16,11.47,4,0,کم,40,37,موقعیت از دست رفته
m_180,p_53,جریان بازی,پای چپ,7.48,4.24,2,0,زیاد,45,11,برخورد به دفاع
m_199,p_1,جریان بازی,پای راست,23.44,5.24,3,1,کم,22,28,مهار توسط دروازه بان
m_231,p_108,جریان بازی,سر,6.98,9.48,3,0,متوسط,11,57,گُل
m_109,p_104,جریان بازی,پای راست,9.23,-9.73,2,0,متوسط,48,59,موقعیت از دست رفته
m_25,p_48,جریان بازی,پای راست,11.72,13.97,3,1,زیاد,28,3,مهار توسط دروازه بان
m_112,p_159,جریان بازی,پای راست,7.73,0.5,2,0,متوسط,45,46,موقعیت از دست رفته
m_39,p_49,جریان بازی,پای راست,12.72,8.73,3,0,متوسط,74,59,گُل
m_174,p_140,جریان بازی,سر,4.24,2.74,1,0,متوسط,9,35,گُل
m_144,p_17,جریان بازی,پای چپ,24.69,-13.72,4,1,کم,13,29,برخورد به دفاع
m_214,p_128,جریان بازی,پای چپ,14.22,-6.73,2,0,متوسط,3,45,برخورد به دفاع
m_165,p_54,جریان بازی,پای چپ,6.98,-4.74,3,0,کم,35,16,برخورد به تیردروازه
m_225,p_17,جریان بازی,سر,7.23,-6.48,1,0,کم,82,23,موقعیت از دست رفته
m_93,p_120,جریان بازی,پای چپ,8.48,2.24,2,0,متوسط,33,31,موقعیت از دست رفته
m_114,p_149,جریان بازی,پای راست,15.96,-14.71,3,1,متوسط,28,12,برخورد به دفاع
m_42,p_1,جریان بازی,پای راست,12.97,-0.5,4,2,کم,78,54,برخورد به دفاع
m_119,p_137,جریان بازی,پای راست,12.22,-12.97,2,0,متوسط,83,0,مهار توسط دروازه بان
m_107,p_146,جریان بازی,پای راست,18.7,-8.23,3,1,کم,73,53,برخورد به دفاع
m_153,p_95,جریان بازی,پای راست,14.71,3.99,4,1,متوسط,16,13,برخورد به دفاع
m_53,p_130,جریان بازی,پای چپ,24.44,-12.97,3,0,متوسط,61,4,مهار توسط دروازه بان
m_42,p_91,جریان بازی,پای راست,9.48,3.49,1,0,متوسط,19,56,گُل
m_103,p_83,جریان بازی,پای چپ,7.23,11.47,1,0,متوسط,88,4,گُل
m_134,p_32,جریان بازی,پای چپ,9.73,6.73,2,0,متوسط,30,7,گُل
m_200,p_51,جریان بازی,پای راست,8.73,-0.75,1,0,متوسط,30,11,گُل
m_55,p_50,جریان بازی,سر,10.72,4.49,1,0,کم,40,5,گُل
m_108,p_18,جریان بازی,سر,7.48,0.75,1,0,کم,67,53,گُل
m_172,p_125,جریان بازی,پای راست,22.2,-8.73,2,0,متوسط,3,55,برخورد به دفاع
m_163,p_152,جریان بازی,پای راست,11.97,-10.23,1,0,متوسط,66,44,مهار توسط دروازه بان
m_110,p_143,جریان بازی,پای راست,35.66,-13.22,5,2,کم,44,54,موقعیت از دست رفته
m_57,p_16,جریان بازی,پای چپ,12.47,2.99,3,0,زیاد,56,49,برخورد به دفاع
m_98,p_40,جریان بازی,سر,4.49,2.99,1,0,کم,39,29,موقعیت از دست رفته
m_153,p_101,جریان بازی,پای چپ,14.22,-1.25,5,2,کم,83,45,موقعیت از دست رفته
m_174,p_65,جریان بازی,پای راست,22.94,11.72,3,1,کم,92,16,موقعیت از دست رفته
m_216,p_140,جریان بازی,سر,11.97,-2.74,5,3,زیاد,47,23,موقعیت از دست رفته
m_39,p_126,جریان بازی,سر,8.73,7.48,2,0,زیاد,78,38,برخورد به دفاع
m_190,p_24,جریان بازی,سر,8.98,8.73,3,1,زیاد,39,14,موقعیت از دست رفته
m_162,p_80,جریان بازی,پای راست,25.69,9.23,4,0,متوسط,12,6,مهار توسط دروازه بان
m_15,p_136,ضربه آزاد مستقیم,پای راست,27.93,-9.48,4,0,کم,60,17,موقعیت از دست رفته
m_231,p_153,جریان بازی,پای راست,16.96,2.49,5,1,متوسط,74,42,برخورد به دفاع
m_118,p_132,جریان بازی,پای چپ,10.72,6.98,2,0,متوسط,64,31,برخورد به دفاع
m_50,p_12,جریان بازی,پای راست,12.22,7.48,3,1,زیاد,68,45,مهار توسط دروازه بان
m_74,p_72,ضربه آزاد مستقیم,پای راست,27.18,16.46,5,0,کم,83,23,برخورد به دفاع
m_171,p_91,جریان بازی,پای راست,3.49,11.97,3,0,متوسط,58,14,گُل
m_211,p_6,جریان بازی,سر,7.23,0.25,3,1,متوسط,63,51,موقعیت از دست رفته
m_188,p_70,جریان بازی,پای چپ,8.23,7.48,1,0,متوسط,49,24,گُل
m_133,p_123,ضربه آزاد مستقیم,پای راست,19.2,-1.5,6,2,کم,6,4,موقعیت از دست رفته
m_70,p_114,جریان بازی,پای چپ,20.2,-8.23,3,0,متوسط,58,40,موقعیت از دست رفته
m_33,p_72,جریان بازی,پای راست,11.22,-7.48,1,0,کم,3,22,مهار توسط دروازه بان
m_99,p_94,جریان بازی,سر,5.24,2.74,2,1,متوسط,12,26,موقعیت از دست رفته
m_19,p_69,جریان بازی,پای راست,21.95,7.48,3,1,متوسط,92,33,موقعیت از دست رفته
m_69,p_8,جریان بازی,سر,11.47,-4.49,3,0,متوسط,53,16,مهار توسط دروازه بان
m_32,p_108,ضربه آزاد مستقیم,پای راست,18.95,11.97,7,1,کم,19,45,برخورد به دفاع
m_172,p_45,جریان بازی,پای راست,13.97,-10.97,2,0,زیاد,33,8,مهار توسط دروازه بان
m_64,p_61,جریان بازی,سر,8.98,2.0,2,0,زیاد,17,7,مهار توسط دروازه بان
m_152,p_4,جریان بازی,پای راست,21.7,8.98,5,1,کم,34,57,برخورد به دفاع
m_75,p_1,جریان بازی,پای راست,6.98,-4.99,2,0,زیاد,60,42,موقعیت از دست رفته
m_154,p_84,جریان بازی,سر,6.73,-1.25,2,0,کم,49,6,موقعیت از دست رفته
m_237,p_29,جریان بازی,پای راست,14.71,-3.99,1,0,کم,70,47,موقعیت از دست رفته
m_95,p_23,جریان بازی,پای راست,6.48,-0.75,2,0,زیاد,14,16,برخورد به دفاع
m_56,p_70,جریان بازی,سر,9.98,-2.24,3,0,متوسط,30,27,موقعیت از دست رفته
m_180,p_51,جریان بازی,پای چپ,5.24,1.5,2,0,متوسط,82,38,گُل
m_87,p_92,جریان بازی,پای راست,10.23,-2.74,1,0,کم,41,47,مهار توسط دروازه بان
m_62,p_154,جریان بازی,پای راست,26.19,0.25,3,1,کم,71,9,موقعیت از دست رفته
m_54,p_35,جریان بازی,پای راست,27.18,1.25,4,0,متوسط,78,35,برخورد به دفاع
m_13,p_114,جریان بازی,سر,10.97,2.49,2,0,متوسط,5,12,موقعیت از دست رفته
m_193,p_48,پنالتی,پای راست,10.97,0.0,1,0,کم,82,52,مهار توسط دروازه بان
m_223,p_41,جریان بازی,پای راست,13.72,9.23,3,0,متوسط,6,6,برخورد به دفاع
m_188,p_8,جریان بازی,پای چپ,21.7,16.46,2,0,متوسط,24,26,برخورد به دفاع
m_132,p_10,جریان بازی,سر,7.98,-3.49,4,1,زیاد,66,6,برخورد به دفاع
m_216,p_80,جریان بازی,سر,8.73,2.49,2,0,زیاد,73,37,مهار توسط دروازه بان
m_55,p_121,جریان بازی,پای راست,7.98,12.97,1,0,زیاد,92,35,مهار توسط دروازه بان
m_148,p_50,جریان بازی,پای راست,3.99,-2.49,1,0,متوسط,59,5,گُل
m_37,p_22,جریان بازی,سر,8.48,0.25,1,0,کم,25,44,گُل
m_68,p_95,جریان بازی,پای چپ,17.46,-10.23,3,1,متوسط,64,5,برخورد به دفاع
m_74,p_118,جریان بازی,پای راست,20.2,-12.72,2,0,کم,38,41,موقعیت از دست رفته
m_57,p_96,جریان بازی,پای راست,20.95,-10.47,3,0,کم,55,19,موقعیت از دست رفته
