,Date,Persian_Date,Open,Low,High,Close
1755,9/7/2017,1396/06/16,"38,950","38,950","39,040","39,040"
1756,9/10/2017,1396/06/19,"39,050","39,000","39,060","39,000"
1757,9/11/2017,1396/06/20,"39,010","38,980","39,010","39,000"
1758,9/12/2017,1396/06/21,"39,010","39,000","39,170","39,140"
1759,9/13/2017,1396/06/22,"39,160","39,090","39,250","39,200"
1760,9/14/2017,1396/06/23,"39,140","39,090","39,140","39,100"
1761,9/16/2017,1396/06/25,"39,120","39,040","39,120","39,040"
1762,9/17/2017,1396/06/26,"39,080","38,980","39,080","38,980"
1763,9/18/2017,1396/06/27,"38,970","38,960","39,000","38,970"
1764,9/19/2017,1396/06/28,"38,950","38,920","38,950","38,920"
1765,9/20/2017,1396/06/29,"38,930","38,910","38,930","38,930"
1766,9/21/2017,1396/06/30,"38,920","38,920","38,920","38,920"
1767,9/23/2017,1396/07/01,"38,940","38,910","38,960","38,930"
1768,9/24/2017,1396/07/02,"38,920","38,920","38,930","38,920"
1769,9/25/2017,1396/07/03,"38,930","38,930","39,000","39,000"
1770,9/26/2017,1396/07/04,"39,010","39,010","39,130","39,060"
1771,9/27/2017,1396/07/05,"39,050","39,050","39,090","39,070"
1772,9/28/2017,1396/07/06,"39,080","39,080","39,110","39,110"
1773,10/2/2017,1396/07/10,"39,120","39,120","39,160","39,160"
1774,10/3/2017,1396/07/11,"39,170","39,170","39,300","39,300"
1775,10/4/2017,1396/07/12,"39,240","39,240","39,370","39,370"
1776,10/5/2017,1396/07/13,"39,380","39,380","39,480","39,480"
1777,10/7/2017,1396/07/15,"39,540","39,530","39,710","39,710"
1778,10/8/2017,1396/07/16,"39,660","39,600","39,980","39,780"
1779,10/9/2017,1396/07/17,"39,760","39,740","40,410","40,410"
1780,10/10/2017,1396/07/18,"40,480","39,830","40,490","40,240"
1781,10/11/2017,1396/07/19,"40,220","40,040","40,230","40,160"
1782,10/12/2017,1396/07/20,"40,180","40,170","40,180","40,170"
1783,10/14/2017,1396/07/22,"40,190","39,970","40,190","39,970"
1784,10/15/2017,1396/07/23,"39,950","39,930","40,080","40,070"
1785,10/16/2017,1396/07/24,"40,060","40,010","40,150","40,080"
1786,10/17/2017,1396/07/25,"40,070","40,070","40,190","40,190"
1787,10/18/2017,1396/07/26,"40,170","40,170","40,340","40,210"
1788,10/19/2017,1396/07/27,"40,220","40,110","40,220","40,170"
1789,10/21/2017,1396/07/29,"40,140","40,130","40,190","40,130"
1790,10/22/2017,1396/07/30,"40,140","40,110","40,160","40,110"
1791,10/23/2017,1396/08/01,"40,120","40,110","40,180","40,180"
1792,10/24/2017,1396/08/02,"40,200","40,190","40,350","40,300"
1793,10/25/2017,1396/08/03,"40,330","40,220","40,330","40,280"
1794,10/26/2017,1396/08/04,"40,300","40,260","40,330","40,320"
1795,10/28/2017,1396/08/06,"40,400","40,390","40,600","40,600"
1796,10/29/2017,1396/08/07,"40,670","40,620","40,760","40,690"
1797,10/30/2017,1396/08/08,"40,710","40,540","40,720","40,550"
1798,10/31/2017,1396/08/09,"40,530","40,520","40,570","40,520"
1799,11/1/2017,1396/08/10,"40,550","40,520","40,620","40,580"
1800,11/2/2017,1396/08/11,"40,570","40,490","40,570","40,540"
1801,11/4/2017,1396/08/13,"40,550","40,500","40,550","40,540"
1802,11/5/2017,1396/08/14,"40,520","40,510","40,700","40,660"
1803,11/6/2017,1396/08/15,"40,700","40,690","40,740","40,720"
1804,11/7/2017,1396/08/16,"40,730","40,690","40,770","40,700"
1805,11/8/2017,1396/08/17,"40,710","40,700","40,760","40,740"
1806,11/11/2017,1396/08/20,"40,750","40,750","40,850","40,830"
1807,11/12/2017,1396/08/21,"40,850","40,850","40,990","40,990"
1808,11/13/2017,1396/08/22,"40,970","40,970","41,360","41,360"
1809,11/14/2017,1396/08/23,"41,340","41,120","41,380","41,220"
1810,11/15/2017,1396/08/24,"41,100","40,970","41,100","41,010"
1811,11/16/2017,1396/08/25,"40,980","40,960","41,010","41,000"
1812,11/18/2017,1396/08/27,"40,960","40,950","40,990","40,960"
1813,11/20/2017,1396/08/29,"41,000","40,930","41,050","40,940"
1814,11/21/2017,1396/08/30,"40,920","40,910","40,990","40,930"
1815,11/22/2017,1396/09/01,"41,020","41,010","41,250","41,210"
1816,11/23/2017,1396/09/02,"41,230","41,230","41,280","41,240"
1817,11/25/2017,1396/09/04,"41,230","41,200","41,290","41,270"
1818,11/26/2017,1396/09/05,"41,220","41,110","41,220","41,180"
1819,11/27/2017,1396/09/06,"41,150","41,150","41,180","41,180"
1820,11/28/2017,1396/09/07,"41,190","41,180","41,290","41,270"
1821,11/29/2017,1396/09/08,"41,340","41,250","41,480","41,360"
1822,11/30/2017,1396/09/09,"41,380","41,320","41,390","41,390"
1823,12/2/2017,1396/09/11,"41,450","41,440","41,550","41,550"
1824,12/3/2017,1396/09/12,"41,500","41,480","41,680","41,640"
1825,12/4/2017,1396/09/13,"41,660","41,660","41,920","41,860"
1826,12/5/2017,1396/09/14,"41,980","41,950","42,140","42,020"
1827,12/7/2017,1396/09/16,"41,960","41,930","42,000","41,950"
1828,12/9/2017,1396/09/18,"41,900","41,860","42,030","42,030"
1829,12/10/2017,1396/09/19,"42,070","42,060","42,200","42,070"
1830,12/11/2017,1396/09/20,"42,140","42,070","42,170","42,110"
1831,12/12/2017,1396/09/21,"42,130","42,040","42,220","42,200"
1832,12/13/2017,1396/09/22,"42,080","42,080","42,230","42,190"
1833,12/14/2017,1396/09/23,"42,090","42,030","42,110","42,110"
1834,12/16/2017,1396/09/25,"42,090","41,900","42,090","41,900"
1835,12/17/2017,1396/09/26,"41,830","41,810","42,000","41,830"
1836,12/18/2017,1396/09/27,"41,850","41,780","41,870","41,810"
1837,12/19/2017,1396/09/28,"41,800","41,800","41,970","41,970"
1838,12/20/2017,1396/09/29,"41,900","41,860","41,970","41,860"
1839,12/21/2017,1396/09/30,"41,940","41,940","41,940","41,940"
1840,12/23/2017,1396/10/02,"42,000","41,850","42,000","41,860"
1841,12/24/2017,1396/10/03,"41,950","41,860","41,980","41,940"
1842,12/25/2017,1396/10/04,"41,900","41,790","41,950","41,790"
1843,12/26/2017,1396/10/05,"41,800","41,750","41,890","41,890"
1844,12/27/2017,1396/10/06,"41,800","41,800","42,100","41,890"
1845,12/28/2017,1396/10/07,"41,930","41,920","42,100","42,030"
1846,12/30/2017,1396/10/09,"42,150","42,110","42,360","42,350"
1847,12/31/2017,1396/10/10,"42,420","42,420","42,920","42,880"
1848,1/1/2018,1396/10/11,"42,990","42,880","43,230","42,880"
1849,1/2/2018,1396/10/12,"42,960","42,850","43,460","43,390"
1850,1/3/2018,1396/10/13,"43,380","43,000","43,910","43,740"
1851,1/4/2018,1396/10/14,"43,640","43,130","43,690","43,240"
1852,1/6/2018,1396/10/16,"43,200","42,800","43,320","43,320"
1853,1/7/2018,1396/10/17,"43,340","43,340","43,580","43,530"
1854,1/8/2018,1396/10/18,"43,680","43,680","44,150","43,950"
1855,1/9/2018,1396/10/19,"43,650","43,490","43,970","43,660"
1856,1/10/2018,1396/10/20,"43,690","43,690","44,020","44,010"
1857,1/11/2018,1396/10/21,"44,030","44,030","44,380","44,150"
1858,1/13/2018,1396/10/23,"43,690","43,670","44,140","44,110"
1859,1/14/2018,1396/10/24,"44,110","44,090","44,520","44,260"
1860,1/15/2018,1396/10/25,"44,170","43,920","44,230","44,210"
1861,1/16/2018,1396/10/26,"44,280","44,200","44,480","44,290"
1862,1/17/2018,1396/10/27,"44,370","44,100","44,590","44,480"
1863,1/18/2018,1396/10/28,"44,610","44,500","44,910","44,580"
1864,1/20/2018,1396/10/30,"44,570","44,570","45,650","45,330"
1865,1/21/2018,1396/11/01,"45,530","45,420","46,420","45,970"
1866,1/22/2018,1396/11/02,"46,230","45,600","46,980","45,790"
1867,1/23/2018,1396/11/03,"45,780","45,550","46,460","45,800"
1868,1/24/2018,1396/11/04,"45,610","45,530","46,010","45,660"
1869,1/25/2018,1396/11/05,"45,630","45,330","45,650","45,330"
1870,1/27/2018,1396/11/07,"45,230","45,010","45,280","45,160"
1871,1/28/2018,1396/11/08,"45,230","45,230","45,690","45,680"
1872,1/29/2018,1396/11/09,"45,700","45,490","46,080","45,500"
1873,1/30/2018,1396/11/10,"45,450","45,420","45,830","45,670"
1874,1/31/2018,1396/11/11,"45,880","45,620","46,450","46,450"
1875,2/1/2018,1396/11/12,"46,480","46,380","46,540","46,470"
1876,2/3/2018,1396/11/14,"46,540","46,410","47,080","47,040"
1877,2/4/2018,1396/11/15,"47,090","46,890","47,790","47,440"
1878,2/5/2018,1396/11/16,"47,490","46,730","47,590","46,760"
1879,2/6/2018,1396/11/17,"46,660","46,110","47,020","46,900"
1880,2/7/2018,1396/11/18,"46,930","45,410","47,800","45,450"
1881,2/8/2018,1396/11/19,"45,430","45,370","46,850","46,700"
1882,2/10/2018,1396/11/21,"46,640","46,420","47,500","47,250"
1883,2/11/2018,1396/11/22,"47,260","47,250","47,350","47,270"
1884,2/12/2018,1396/11/23,"47,320","47,320","48,500","48,490"
1885,2/13/2018,1396/11/24,"48,720","48,450","49,120","48,770"
1886,2/14/2018,1396/11/25,"48,750","48,160","48,750","48,170"
1887,2/15/2018,1396/11/26,"47,900","47,380","47,900","47,380"
1888,2/17/2018,1396/11/28,"47,380","46,970","47,450","46,970"
1889,2/18/2018,1396/11/29,"46,970","46,090","46,970","46,090"
1890,2/19/2018,1396/11/30,"46,060","45,670","46,060","45,750"
1891,2/21/2018,1396/12/02,"45,700","45,180","45,700","45,180"
1892,2/22/2018,1396/12/03,"45,130","44,930","45,250","44,930"
1893,2/24/2018,1396/12/05,"44,900","44,770","44,900","44,780"
1894,2/25/2018,1396/12/06,"44,790","44,750","44,800","44,760"
1895,2/26/2018,1396/12/07,"44,780","44,760","44,780","44,780"
1896,2/27/2018,1396/12/08,"44,760","44,720","44,760","44,720"
1897,2/28/2018,1396/12/09,"44,710","44,710","44,710","44,710"
1898,3/1/2018,1396/12/10,"44,700","44,690","44,700","44,700"
1899,3/2/2018,1396/12/11,"44,690","44,690","44,690","44,690"
1900,3/3/2018,1396/12/12,"44,680","44,670","47,330","47,080"
1901,3/4/2018,1396/12/13,"47,110","47,080","47,700","47,700"
1902,3/5/2018,1396/12/14,"47,730","47,630","47,790","47,690"
1903,3/6/2018,1396/12/15,"47,740","47,730","47,800","47,750"
1904,3/7/2018,1396/12/16,"47,950","47,840","47,960","47,880"
1905,3/8/2018,1396/12/17,"47,890","47,850","47,900","47,860"
1906,3/9/2018,1396/12/18,"47,890","47,890","47,890","47,890"
1907,3/10/2018,1396/12/19,"48,340","47,960","48,340","47,960"
1908,3/11/2018,1396/12/20,"47,920","47,850","48,030","48,030"
1909,3/12/2018,1396/12/21,"48,080","47,230","48,500","48,260"
1910,3/13/2018,1396/12/22,"48,270","47,820","48,420","48,160"
1911,3/14/2018,1396/12/23,"48,210","48,060","48,510","48,510"
1912,3/15/2018,1396/12/24,"48,550","48,370","48,560","48,490"
1913,3/16/2018,1396/12/25,"48,650","48,650","48,650","48,650"
1914,3/17/2018,1396/12/26,"48,670","48,290","48,740","48,310"
1915,3/18/2018,1396/12/27,"48,290","48,190","48,290","48,190"
1916,3/19/2018,1396/12/28,"48,280","48,280","48,750","48,570"
1917,3/20/2018,1396/12/29,"48,750","48,750","49,130","48,990"
1918,3/24/2018,1397/01/04,"48,810","48,810","49,210","49,210"
1919,3/25/2018,1397/01/05,"49,390","49,210","50,080","49,910"
1920,3/26/2018,1397/01/06,"49,710","49,710","51,180","51,030"
1921,3/27/2018,1397/01/07,"51,010","49,600","51,400","50,490"
1922,3/28/2018,1397/01/08,"50,440","50,340","50,700","50,460"
1923,3/29/2018,1397/01/09,"50,570","50,410","51,400","50,450"
1924,3/30/2018,1397/01/10,"51,020","51,020","51,020","51,020"
1925,3/31/2018,1397/01/11,"50,850","50,800","50,850","50,800"
1926,4/1/2018,1397/01/12,"50,450","50,290","50,450","50,290"
1927,4/2/2018,1397/01/13,"50,800","50,800","50,800","50,800"
1928,4/3/2018,1397/01/14,"49,850","49,850","51,450","50,540"
1929,4/4/2018,1397/01/15,"50,550","50,050","50,560","50,560"
1930,4/5/2018,1397/01/16,"50,430","50,400","50,940","50,940"
1931,4/7/2018,1397/01/18,"50,700","50,700","51,850","51,710"
1932,4/8/2018,1397/01/19,"52,450","52,080","57,050","56,600"
1933,4/9/2018,1397/01/20,"56,450","56,450","60,480","58,650"
1934,4/11/2018,1397/01/22,"42,000","42,000","42,000","42,000"
1935,4/18/2018,1397/01/29,"53,380","53,310","55,970","55,920"
1936,4/19/2018,1397/01/30,"55,930","55,470","55,960","55,740"
1937,4/20/2018,1397/01/31,"55,730","55,680","56,160","56,130"
1938,4/21/2018,1397/02/01,"56,120","56,020","56,480","56,330"
1939,4/22/2018,1397/02/02,"56,170","55,870","56,330","55,870"
1940,4/23/2018,1397/02/03,"55,880","54,880","56,010","55,290"
1941,4/24/2018,1397/02/04,"54,830","54,450","55,240","54,500"
1942,4/25/2018,1397/02/05,"54,250","54,110","55,600","55,470"
1943,4/26/2018,1397/02/06,"55,460","55,310","56,420","56,350"
1944,4/28/2018,1397/02/08,"56,050","56,040","57,180","57,110"
1945,4/29/2018,1397/02/09,"57,110","56,950","58,540","58,540"
1946,5/3/2018,1397/02/13,"59,630","59,440","61,970","61,170"
1947,5/4/2018,1397/02/14,"61,190","61,090","61,420","61,160"
1948,5/5/2018,1397/02/15,"61,150","61,100","65,130","63,830"
1949,5/6/2018,1397/02/16,"63,810","62,180","65,600","63,500"
1950,5/7/2018,1397/02/17,"63,510","59,060","63,650","59,230"
1951,5/8/2018,1397/02/18,"59,220","59,080","64,420","63,900"
1952,5/9/2018,1397/02/19,"63,890","63,650","66,840","65,710"
1953,5/10/2018,1397/02/20,"65,720","64,660","68,090","66,530"
1954,5/11/2018,1397/02/21,"66,520","66,300","66,990","66,900"
1955,5/12/2018,1397/02/22,"66,920","64,370","67,480","65,970"
1956,5/13/2018,1397/02/23,"65,410","63,990","66,300","64,550"
1957,5/14/2018,1397/02/24,"64,540","61,130","64,560","63,300"
1958,5/15/2018,1397/02/25,"63,310","62,050","64,290","64,140"
1959,5/16/2018,1397/02/26,"64,150","60,940","65,280","61,520"
1960,5/17/2018,1397/02/27,"61,530","61,380","63,650","62,740"
1961,5/18/2018,1397/02/28,"62,750","62,600","62,980","62,640"
1962,5/19/2018,1397/02/29,"62,630","61,380","62,710","61,380"
1963,5/20/2018,1397/02/30,"61,250","60,650","62,250","62,010"
1964,5/21/2018,1397/02/31,"62,130","62,060","64,050","63,330"
1965,5/22/2018,1397/03/01,"63,320","62,410","64,410","63,870"
1966,5/23/2018,1397/03/02,"63,860","63,310","63,990","63,640"
1967,5/24/2018,1397/03/03,"63,630","62,430","64,250","63,440"
1968,5/25/2018,1397/03/04,"63,450","63,360","63,670","63,670"
1969,5/26/2018,1397/03/05,"63,660","63,280","63,970","63,970"
1970,5/27/2018,1397/03/06,"64,020","63,300","64,440","63,630"
1971,5/28/2018,1397/03/07,"63,700","62,740","64,480","63,530"
1972,5/29/2018,1397/03/08,"63,540","58,650","64,150","62,920"
1973,5/30/2018,1397/03/09,"62,930","62,890","65,740","64,380"
1974,5/31/2018,1397/03/10,"64,370","64,000","64,900","64,640"
1975,6/1/2018,1397/03/11,"64,630","64,620","65,150","65,020"
1976,6/2/2018,1397/03/12,"65,000","63,830","65,180","63,900"
1977,6/3/2018,1397/03/13,"64,470","63,610","64,950","64,390"
1978,6/4/2018,1397/03/14,"64,400","64,090","64,530","64,250"
1979,6/5/2018,1397/03/15,"64,260","64,040","65,460","65,210"
1980,6/6/2018,1397/03/16,"65,200","64,710","65,350","65,090"
1981,6/7/2018,1397/03/17,"65,070","64,770","66,020","65,030"
1982,6/8/2018,1397/03/18,"65,040","64,390","65,220","64,390"
1983,6/9/2018,1397/03/19,"64,400","64,310","67,350","67,350"
1984,6/10/2018,1397/03/20,"67,570","65,760","68,880","65,760"
1985,6/11/2018,1397/03/21,"65,740","65,500","68,660","67,810"
1986,6/12/2018,1397/03/22,"67,800","67,790","70,910","70,350"
1987,6/13/2018,1397/03/23,"70,340","69,780","71,860","70,080"
1988,6/14/2018,1397/03/24,"70,070","66,600","70,160","67,690"
1989,6/15/2018,1397/03/25,"67,680","67,630","68,880","68,670"
1990,6/16/2018,1397/03/26,"68,650","68,520","69,380","69,320"
1991,6/17/2018,1397/03/27,"68,740","67,940","70,690","70,310"
1992,6/18/2018,1397/03/28,"70,430","69,300","72,760","70,540"
1993,6/19/2018,1397/03/29,"70,550","70,250","72,720","72,270"
1994,6/20/2018,1397/03/30,"72,290","72,260","74,030","74,000"
1995,6/21/2018,1397/03/31,"73,980","73,580","75,750","74,910"
1996,6/23/2018,1397/04/02,"74,930","74,530","75,360","75,060"
1997,6/24/2018,1397/04/03,"81,000","79,620","90,960","87,050"
1998,6/25/2018,1397/04/04,"87,000","78,760","89,430","81,550"
1999,6/26/2018,1397/04/05,"81,530","78,330","83,640","78,910"
2000,6/27/2018,1397/04/06,"78,920","77,900","80,290","79,740"
2001,6/28/2018,1397/04/07,"79,710","79,630","84,510","82,280"
2002,6/29/2018,1397/04/08,"82,270","81,940","83,310","82,280"
2003,6/30/2018,1397/04/09,"82,300","78,200","85,050","79,750"
2004,7/1/2018,1397/04/10,"79,980","79,870","83,670","83,580"
2005,7/2/2018,1397/04/11,"83,650","82,170","85,420","83,310"
2006,7/3/2018,1397/04/12,"83,330","81,390","83,610","81,600"
2007,7/4/2018,1397/04/13,"81,640","78,850","82,160","80,140"
2008,7/5/2018,1397/04/14,"80,150","76,250","80,360","78,470"
2009,7/6/2018,1397/04/15,"78,460","78,340","81,690","80,370"
2010,7/7/2018,1397/04/16,"80,390","76,930","80,640","80,190"
2011,7/8/2018,1397/04/17,"79,800","78,610","80,870","79,860"
2012,7/9/2018,1397/04/18,"79,820","78,630","79,860","79,460"
2013,7/10/2018,1397/04/19,"79,470","77,650","80,090","77,850"
2014,7/12/2018,1397/04/21,"77,920","77,090","79,210","78,160"
2015,7/13/2018,1397/04/22,"78,170","77,740","78,620","78,220"
2016,7/14/2018,1397/04/23,"78,210","77,770","80,230","79,610"
2017,7/15/2018,1397/04/24,"80,300","80,300","83,120","80,740"
2018,7/16/2018,1397/04/25,"80,780","78,790","81,320","79,190"
2019,7/17/2018,1397/04/26,"79,170","77,650","81,990","81,950"
2020,7/18/2018,1397/04/27,"81,940","80,450","83,640","81,340"
2021,7/19/2018,1397/04/28,"81,360","80,770","84,620","81,960"
2022,7/20/2018,1397/04/29,"81,980","81,240","82,740","81,490"
2023,7/21/2018,1397/04/30,"81,470","81,340","86,500","86,500"
2024,7/22/2018,1397/04/31,"86,250","85,990","90,460","88,970"
2025,7/23/2018,1397/05/01,"88,990","88,730","95,340","93,700"
2026,7/24/2018,1397/05/02,"93,710","91,130","95,750","94,060"
2027,7/25/2018,1397/05/03,"94,070","91,450","94,600","91,550"
2028,7/26/2018,1397/05/04,"91,560","91,340","95,290","93,160"
2029,7/27/2018,1397/05/05,"93,170","93,060","95,530","94,560"
2030,7/28/2018,1397/05/06,"94,550","92,880","96,940","96,940"
2031,7/29/2018,1397/05/07,"103,780","101,000","118,260","116,500"
2032,7/30/2018,1397/05/08,"116,550","107,810","117,610","114,700"
2033,7/31/2018,1397/05/09,"114,710","95,090","114,890","105,410"
2034,8/1/2018,1397/05/10,"105,390","101,010","111,930","105,980"
2035,8/2/2018,1397/05/11,"105,990","95,600","113,120","112,960"
2036,8/3/2018,1397/05/12,"112,970","102,100","113,370","105,770"
2037,8/4/2018,1397/05/13,"105,760","99,000","113,460","101,480"
2038,8/5/2018,1397/05/14,"98,100","98,170","101,660","98,170"
2039,8/6/2018,1397/05/15,"98,150","92,450","99,290","95,960"
2040,8/7/2018,1397/05/16,"95,970","82,310","98,050","89,760"
2041,8/8/2018,1397/05/17,"89,780","89,250","107,860","102,540"
2042,8/9/2018,1397/05/18,"102,520","91,740","111,550","103,360"
2043,8/10/2018,1397/05/19,"103,350","103,170","109,670","109,430"
2044,8/11/2018,1397/05/20,"109,370","100,370","111,550","104,280"
2045,8/12/2018,1397/05/21,"103,970","97,470","105,910","100,850"
2046,8/13/2018,1397/05/22,"100,880","99,470","106,590","106,260"
2047,8/14/2018,1397/05/23,"106,260","105,150","110,300","105,550"
2048,8/15/2018,1397/05/24,"105,540","103,070","107,970","105,030"
2049,8/16/2018,1397/05/25,"105,040","103,360","107,150","107,090"
2050,8/17/2018,1397/05/26,"107,120","106,610","109,980","107,120"
2051,8/18/2018,1397/05/27,"107,060","102,600","107,080","103,300"
2052,8/19/2018,1397/05/28,"102,980","101,960","105,280","103,050"
2053,8/20/2018,1397/05/29,"103,160","102,880","105,600","104,140"
2054,8/21/2018,1397/05/30,"104,150","103,600","107,110","105,840"
2055,8/22/2018,1397/05/31,"105,830","105,230","106,070","105,460"
2056,8/23/2018,1397/06/01,"105,470","103,770","106,640","105,090"
2057,8/24/2018,1397/06/02,"105,080","102,370","105,280","102,790"
2058,8/25/2018,1397/06/03,"102,810","102,720","105,020","104,390"
2059,8/26/2018,1397/06/04,"105,020","104,390","106,440","105,430"
2060,8/27/2018,1397/06/05,"105,310","105,270","108,140","107,150"
2061,8/28/2018,1397/06/06,"107,140","104,770","110,700","110,610"
2062,8/29/2018,1397/06/07,"110,620","106,020","110,680","110,110"
2063,8/30/2018,1397/06/08,"109,430","109,270","111,050","110,350"
2064,8/31/2018,1397/06/09,"110,250","109,420","110,420","109,970"
2065,9/1/2018,1397/06/10,"109,960","107,420","112,320","111,890"
2066,9/2/2018,1397/06/11,"112,060","104,000","121,980","119,770"
2067,9/4/2018,1397/06/13,"128,230","127,760","139,610","136,840"
2068,9/5/2018,1397/06/14,"137,140","136,400","150,670","136,890"
2069,9/6/2018,1397/06/15,"136,430","134,680","144,700","135,110"
2070,9/8/2018,1397/06/17,"135,260","128,930","137,060","134,470"
2071,9/9/2018,1397/06/18,"128,710","120,970","130,320","129,630"
2072,9/10/2018,1397/06/19,"129,940","129,550","138,980","138,160"
2073,9/11/2018,1397/06/20,"138,190","135,190","146,060","135,330"
2074,9/12/2018,1397/06/21,"135,370","134,170","138,980","137,160"
2075,9/13/2018,1397/06/22,"137,210","136,750","138,940","137,600"
2076,11/15/2018,1397/08/24,"119,000","118,400","119,000","118,400"
2077,11/17/2018,1397/08/26,"118,150","118,150","118,200","118,200"
2078,11/18/2018,1397/08/27,"120,870","120,870","120,870","120,870"
2079,11/19/2018,1397/08/28,"127,220","127,220","127,220","127,220"
2080,11/20/2018,1397/08/29,"128,400","128,400","128,400","128,400"
2081,11/21/2018,1397/08/30,"127,910","127,910","127,910","127,910"
2082,11/22/2018,1397/09/01,"127,710","127,710","127,710","127,710"
2083,11/24/2018,1397/09/03,"127,250","127,250","127,250","127,250"
2084,11/26/2018,1397/09/05,"123,350","123,350","123,350","123,350"
2085,11/27/2018,1397/09/06,"123,030","123,030","123,030","123,030"
2086,11/28/2018,1397/09/07,"121,150","121,150","121,150","121,150"
2087,11/29/2018,1397/09/08,"112,680","112,450","112,680","112,450"
2088,12/1/2018,1397/09/10,"112,750","107,620","115,540","113,580"
2089,12/2/2018,1397/09/11,"113,570","113,570","121,100","121,100"
2090,12/3/2018,1397/09/12,"120,240","113,660","120,290","114,300"
2091,12/4/2018,1397/09/13,"114,030","111,710","114,800","113,670"
2092,12/5/2018,1397/09/14,"113,900","112,690","114,010","113,520"
2093,12/6/2018,1397/09/15,"113,640","109,790","116,480","113,030"
2094,12/8/2018,1397/09/17,"112,410","112,340","116,940","115,170"
2095,12/9/2018,1397/09/18,"114,870","112,110","114,870","112,410"
2096,12/10/2018,1397/09/19,"112,500","107,360","112,540","107,900"
2097,12/11/2018,1397/09/20,"107,840","107,640","108,230","108,190"
2098,12/12/2018,1397/09/21,"108,230","86,900","109,940","97,100"
2099,12/13/2018,1397/09/22,"97,900","97,900","101,500","101,300"
2100,12/15/2018,1397/09/24,"101,250","101,250","101,850","101,350"
2101,12/16/2018,1397/09/25,"99,900","97,050","99,950","99,500"
2102,12/17/2018,1397/09/26,"99,900","99,400","99,900","99,400"
2103,12/18/2018,1397/09/27,"99,400","99,400","99,400","99,400"
2104,12/19/2018,1397/09/28,"101,000","99,900","101,000","99,900"
2105,12/20/2018,1397/09/29,"99,800","99,700","99,890","99,700"
2106,12/22/2018,1397/10/01,"99,900","99,900","99,900","99,900"
2107,12/24/2018,1397/10/03,"101,000","101,000","101,000","101,000"
2108,12/25/2018,1397/10/04,"103,950","103,950","105,000","105,000"
2109,12/26/2018,1397/10/05,"109,000","109,000","118,000","112,000"
2110,12/27/2018,1397/10/06,"111,900","107,500","111,900","107,500"
2111,12/29/2018,1397/10/08,"105,000","102,800","105,000","103,000"
2112,12/30/2018,1397/10/09,"106,000","105,500","108,000","107,000"
2113,12/31/2018,1397/10/10,"108,000","107,900","108,000","108,000"
2114,1/1/2019,1397/10/11,"107,000","105,000","107,000","105,000"
2115,1/2/2019,1397/10/12,"104,900","104,200","105,000","104,500"
2116,1/3/2019,1397/10/13,"106,000","105,800","106,000","106,000"
2117,1/5/2019,1397/10/15,"105,950","105,500","106,000","105,900"
2118,1/6/2019,1397/10/16,"105,450","104,900","105,600","105,500"
2119,1/7/2019,1397/10/17,"107,000","106,900","107,100","107,000"
2120,1/8/2019,1397/10/18,"109,000","108,700","109,000","109,000"
2121,1/9/2019,1397/10/19,"108,800","108,600","109,050","108,800"
2122,1/10/2019,1397/10/20,"108,900","108,850","108,900","108,900"
2123,1/12/2019,1397/10/22,"111,000","110,850","113,500","113,000"
2124,1/13/2019,1397/10/23,"116,000","114,000","118,000","114,000"
2125,1/15/2019,1397/10/25,"112,500","112,300","112,650","112,500"
2126,1/16/2019,1397/10/26,"114,500","114,350","114,600","114,500"
2127,1/17/2019,1397/10/27,"115,900","115,900","115,900","115,900"
2128,1/19/2019,1397/10/29,"114,500","114,300","114,550","114,500"
2129,1/20/2019,1397/10/30,"114,400","114,300","114,500","114,500"
2130,1/21/2019,1397/11/01,"116,500","116,300","116,500","116,300"
2131,1/22/2019,1397/11/02,"116,500","116,250","116,500","116,500"
2132,1/23/2019,1397/11/03,"115,400","115,200","115,450","115,400"
2133,1/24/2019,1397/11/04,"115,100","115,000","115,100","115,000"
2134,1/26/2019,1397/11/06,"115,100","115,100","118,500","116,500"
2135,1/27/2019,1397/11/07,"117,900","117,750","117,950","117,900"
2136,1/28/2019,1397/11/08,"118,500","117,800","118,500","118,000"
2137,1/29/2019,1397/11/09,"118,900","117,900","118,900","118,300"
2138,1/30/2019,1397/11/10,"119,500","119,300","119,600","119,450"
2139,1/31/2019,1397/11/11,"119,000","118,350","119,000","118,500"
2140,2/2/2019,1397/11/13,"115,500","112,700","115,500","113,000"
2141,2/3/2019,1397/11/14,"110,000","109,700","110,000","110,000"
2142,2/4/2019,1397/11/15,"114,500","114,400","116,550","116,500"
2143,2/5/2019,1397/11/16,"118,500","117,300","118,600","117,500"
2144,2/6/2019,1397/11/17,"118,500","118,200","118,600","118,500"
2145,2/7/2019,1397/11/18,"116,500","116,450","116,600","116,450"
2146,2/10/2019,1397/11/21,"116,500","116,500","117,200","117,100"
2147,2/12/2019,1397/11/23,"118,000","118,000","119,000","119,000"
2148,2/13/2019,1397/11/24,"119,300","119,100","119,300","119,300"
2149,2/14/2019,1397/11/25,"118,500","118,300","118,500","118,500"
2150,2/16/2019,1397/11/27,"118,400","118,300","123,000","121,000"
2151,2/17/2019,1397/11/28,"122,500","122,550","123,600","123,500"
2152,2/18/2019,1397/11/29,"123,600","123,600","129,000","129,000"
2153,2/19/2019,1397/11/30,"128,000","127,800","128,000","128,000"
